LLIW,SubjVertMo,LoLevMoistAd,N0_7muVerMo,WndHodograph,MorningBound,LIfr12ZDENSd,IRCloudCover,Date,QGVertMotion,SatContMoist,AMInstabMt,MorningCIN,RaoContMoist,AMDewptCalPl,VISCloudCov,LatestCIN,CurPropConv,CombVerMo,InsChange,Boundaries,OutflowFrMt,CldShadeConv,AMInsWliScen,CombClouds,Scenario,CombMoisture,InsInMt,AMCINInScen,PlainsFcst,AreaMeso_ALS,InsSclInScen,CompPlFcst,CldShadeOth,MeanRH,WindFieldMt,SynForcng,ScenRel3_4,WindAloft,ScenRelAMIns,Dewpoints,LowLLapse,MvmtFeatures,SfcWndShfDis,RHRatio,MidLLapse,ScnRelPlFcst,WindFieldPln,ScenRelAMCIN,TempDis,AreaMoDryAir,MountainFcst,CapInScen,N34StarFcst,CapChange,R5Fcst
Moderate,Down,Negative,Neutral,Other,Weak,N5GtLIGt_8,PC,Aug20_Sep15,Neutral,VeryWet,Strong,PartInhibit,VeryWet,Stability,PC,PartInhibit,None,Neutral,Decreasing,Weak,None,None,MoreUnstable,PC,C,VeryWet,Strong,MoreThanAve,NIL,Neutral,LessUnstable,LittleChange,PC,Dry,LVorOther,LittleChange,ACEFK,SWQuad,CDEJ,LowNHighS,CloseToDryAd,NoMajor,E_W_S,MoistMDryL,Steep,C,LongAnticyc,CThruK,None,VeryWet,SIG,MoreThanAve,NIL,LittleChange,SIG
Weak,Neutral,Neutral,Down,DCVZFavor,Strong,N1GtLIGt_4,PC,Aug11_Aug20,Neutral,Wet,None,PartInhibit,Dry,Instability,Clear,PartInhibit,None,Neutral,LittleChange,Strong,Weak,Marked,Average,Clear,J,VeryWet,None,Average,NIL,Neutral,LessUnstable,LittleChange,PC,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowMtsHighPl,Steep,NoMajor,DryLine,MoistMDryL,Steep,J,LongAnticyc,CThruK,None,VeryWet,NIL,Average,NIL,LittleChange,NIL
Strong,StronUp,WeakPos,Down,Other,Strong,N1GtLIGt_4,Clear,May15_Jun14,Down,Wet,Weak,PartInhibit,Dry,Instability,Clear,None,Strong,Down,Increasing,Strong,None,Marked,Average,Clear,A,Dry,Strong,Average,SIG,Down,MoreUnstable,IncCapDecIns,PC,Average,Westerly,NegToPos,ACEFK,SWQuad,ABI,HighEvrywher,CloseToDryAd,MarkedUpper,DenvCyclone,Other,ModerateOrLe,A,DenvCyclone,AB,Other,Dry,NIL,Average,SIG,Increasing,SIG
Weak,StronUp,WeakPos,StrongUp,DCVZFavor,Weak,LILt_8,PC,Aug20_Sep15,Neutral,Neutral,Weak,None,VeryWet,Instability,Clear,PartInhibit,None,StrongUp,Increasing,Weak,Weak,Marked,MoreUnstable,Clear,E,Neutral,Strong,LessThanAve,SVR,StrongUp,MoreUnstable,LittleChange,Clear,Average,LVorOther,LittleChange,ACEFK,AllElse,CDEJ,LowNHighS,Stable,NoMajor,DryLine,MoistMDryL,ModerateOrLe,E,LongAnticyc,CThruK,None,Wet,NIL,LessThanAve,NIL,,NIL
Weak,Neutral,Neutral,StrongUp,DCVZFavor,Weak,N5GtLIGt_8,PC,May15_Jun14,Neutral,Wet,Strong,None,Dry,Instability,Clear,PartInhibit,None,Neutral,Decreasing,Weak,None,Some,MoreUnstable,PC,K,Wet,Strong,LessThanAve,NIL,Neutral,LessUnstable,DecCapIncIns,PC,Average,Westerly,SigPositive,ACEFK,NWQuad,K,LowSHighN,ModerateOrLe,MarkedUpper,None,DryMMoistL,Steep,K,DenvCyclone,,Moving,VeryWet,NIL,LessThanAve,NIL,Decreasing,NIL
Strong,Neutral,Negative,Down,Westerly,None,N5GtLIGt_8,Clear,Aug11_Aug20,Down,Wet,None,TotalInhibit,Neutral,Neutral,PC,None,Strong,Neutral,LittleChange,Weak,None,None,MoreUnstable,Clear,G,Neutral,None,MoreThanAve,SIG,Neutral,MoreUnstable,LittleChange,Clear,Dry,LVorOther,,GJ,SWQuad,G,LowSHighN,CloseToDryAd,NoMajor,DenvCyclone,MoistMDryL,CloseToDryAd,G,LV,CThruK,Other,Wet,NIL,MoreThanAve,SVR,LittleChange,SVR
Unfavorable,Down,Negative,Neutral,Other,Strong,LILt_8,Clear,May15_Jun14,Neutral,Dry,Weak,Stifling,Wet,Stability,PC,PartInhibit,None,Down,LittleChange,Strong,None,Some,MoreUnstable,Clear,C,Neutral,Strong,Average,,Down,MoreUnstable,LittleChange,Clear,Dry,Westerly,SigPositive,ACEFK,LV,CDEJ,LowEvrywhere,Steep,OtherRapid,E_W_N,Other,Steep,C,LongAnticyc,CThruK,None,Dry,SVR,Average,NIL,LittleChange,SVR
Weak,Neutral,Neutral,Neutral,DCVZFavor,Strong,LIGt0,PC,Jul2_Jul15,Down,Wet,Weak,None,Neutral,Instability,Clear,PartInhibit,Slight,Neutral,Decreasing,None,Weak,None,Average,PC,H,Neutral,Strong,LessThanAve,NIL,Neutral,Average,IncCapDecIns,PC,Average,Westerly,,HI,NWQuad,H,LowSHighN,Stable,NoMajor,E_W_S,Other,ModerateOrLe,H,E_NE,CThruK,Moving,Neutral,SIG,LessThanAve,NIL,Increasing,SIG
Moderate,Neutral,Negative,Neutral,StrongWest,Strong,N1GtLIGt_4,PC,Aug20_Sep15,WeakUp,VeryWet,Weak,PartInhibit,Dry,Neutral,Clear,None,Moderate,Neutral,Decreasing,Strong,Strong,None,Average,Clear,E,Wet,Strong,LessThanAve,NIL,Neutral,Average,LittleChange,PC,Dry,Westerly,SigNegative,ACEFK,NWQuad,CDEJ,LowAtStation,CloseToDryAd,NoMajor,None,MoistMDryL,ModerateOrLe,E,E_NE,CThruK,None,VeryWet,SIG,LessThanAve,NIL,LittleChange,SIG
Moderate,Down,Negative,Down,DCVZFavor,Weak,N5GtLIGt_8,PC,Jul16_Aug10,WeakUp,Neutral,Strong,PartInhibit,Dry,Instability,Cloudy,PartInhibit,Strong,Down,Decreasing,Strong,Weak,None,Average,Cloudy,E,Neutral,Strong,Average,SIG,Down,LessUnstable,LittleChange,PC,Average,Westerly,NegToPos,ACEFK,SWQuad,CDEJ,LowEvrywhere,ModerateOrLe,NoMajor,None,MoistMDryL,Steep,E,LV,CThruK,None,Neutral,NIL,Average,SIG,LittleChange,SIG
Moderate,StronUp,WeakPos,WeakUp,StrongWest,Weak,N1GtLIGt_4,Clear,Jun15_Jul1,StrongUp,VeryWet,Strong,PartInhibit,Wet,Neutral,Cloudy,None,Strong,StrongUp,Increasing,Weak,Weak,None,LessUnstable,Cloudy,B,VeryWet,Strong,LessThanAve,SIG,StrongUp,Average,LittleChange,Cloudy,Average,Westerly,LittleChange,B,LV,ABI,HighEvrywher,Steep,NoMajor,DenvCyclone,DryMMoistL,ModerateOrLe,B,DenvCyclone,AB,None,VeryWet,SIG,LessThanAve,SIG,LittleChange,SIG
Moderate,WeakUp,Negative,Neutral,Westerly,Weak,N1GtLIGt_4,PC,Aug20_Sep15,Down,Neutral,Strong,Stifling,Dry,Stability,PC,None,Moderate,Neutral,Increasing,Weak,None,None,LessUnstable,PC,K,Neutral,Strong,Average,SIG,Neutral,LessUnstable,LittleChange,PC,Average,LVorOther,SigPositive,ACEFK,NWQuad,K,Other,Stable,StrongFront,DryLine,DryMMoistL,Steep,K,WidespdDnsl,CThruK,QStationary,Neutral,SIG,Average,SIG,LittleChange,SIG
Weak,Down,WeakPos,Down,Other,None,N5GtLIGt_8,Cloudy,May15_Jun14,Neutral,Dry,Strong,PartInhibit,Dry,Neutral,PC,Stifling,None,Neutral,Increasing,Weak,None,Some,Average,Cloudy,E,Dry,Strong,Average,NIL,Neutral,Average,LittleChange,Cloudy,Average,LVorOther,SigPositive,ACEFK,AllElse,CDEJ,LowMtsHighPl,Steep,OtherRapid,E_W_N,Other,ModerateOrLe,E,LongAnticyc,CThruK,None,Dry,SIG,Average,NIL,LittleChange,SIG
Moderate,Down,Negative,WeakUp,DCVZFavor,Weak,LIGt0,PC,Jul16_Aug10,Down,VeryWet,Strong,PartInhibit,Wet,Instability,Clear,PartInhibit,None,Neutral,Decreasing,Strong,Weak,None,Average,Clear,E,Wet,Strong,LessThanAve,NIL,Neutral,Average,IncCapDecIns,PC,Average,LVorOther,LittleChange,ACEFK,LV,CDEJ,LowSHighN,CloseToDryAd,OtherRapid,DryLine,MoistMDryL,ModerateOrLe,E,LongAnticyc,CThruK,None,VeryWet,SIG,LessThanAve,NIL,Increasing,SIG
Moderate,Neutral,Neutral,StrongUp,DCVZFavor,Weak,N1GtLIGt_4,PC,May15_Jun14,Down,Wet,None,None,Dry,Stability,Cloudy,None,Strong,WeakUp,LittleChange,Strong,Strong,None,LessUnstable,Cloudy,J,VeryWet,None,LessThanAve,SIG,WeakUp,LessUnstable,DecCapIncIns,Cloudy,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowEvrywhere,ModerateOrLe,StrongFront,DryLine,MoistMDryL,CloseToDryAd,J,WidespdDnsl,CThruK,Other,VeryWet,NIL,LessThanAve,SIG,Decreasing,SIG
Weak,WeakUp,Neutral,Down,,None,N5GtLIGt_8,PC,Jul2_Jul15,Down,VeryWet,Weak,None,Dry,Neutral,Cloudy,PartInhibit,Slight,Down,LittleChange,None,Strong,None,Average,Cloudy,K,Wet,Strong,LessThanAve,NIL,Down,Average,IncCapDecIns,PC,Dry,LVorOther,PosToNeg,ACEFK,LV,K,LowNHighS,Steep,MarkedUpper,MovingFtorOt,Other,ModerateOrLe,K,SEQuad,CThruK,QStationary,Neutral,SIG,LessThanAve,NIL,Increasing,SIG
Moderate,Neutral,StrongPos,StrongUp,DCVZFavor,None,LILt_8,PC,May15_Jun14,WeakUp,Neutral,Weak,Stifling,Wet,Instability,PC,PartInhibit,Moderate,WeakUp,Increasing,None,Weak,Marked,MoreUnstable,PC,G,Neutral,Strong,Average,SIG,WeakUp,MoreUnstable,LittleChange,PC,Dry,Westerly,LittleChange,GJ,AllElse,G,LowEvrywhere,CloseToDryAd,MarkedUpper,None,MoistMDryL,CloseToDryAd,G,LongAnticyc,CThruK,None,Wet,SIG,Average,SVR,LittleChange,SVR
Unfavorable,WeakUp,WeakPos,WeakUp,Other,Weak,N1GtLIGt_4,Cloudy,Jul2_Jul15,WeakUp,Neutral,Strong,TotalInhibit,Wet,Neutral,PC,Stifling,None,WeakUp,Increasing,Strong,None,,LessUnstable,PC,J,Neutral,Strong,MoreThanAve,NIL,WeakUp,LessUnstable,DecCapIncIns,Cloudy,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowNHighS,Steep,NoMajor,DryLine,DryMMoistL,CloseToDryAd,J,LV,CThruK,None,Wet,NIL,MoreThanAve,NIL,Decreasing,NIL
Strong,Down,Negative,StrongUp,DCVZFavor,Weak,LIGt0,PC,Jun15_Jul1,Neutral,Dry,None,PartInhibit,Dry,Stability,Clear,None,Strong,Down,Decreasing,Strong,Strong,None,LessUnstable,Clear,G,VeryWet,None,Average,,Down,LessUnstable,LittleChange,Clear,Dry,LVorOther,NegToPos,GJ,SWQuad,G,LowSHighN,CloseToDryAd,NoMajor,E_W_N,MoistMDryL,CloseToDryAd,G,LongAnticyc,CThruK,None,Wet,NIL,Average,SIG,LittleChange,SIG
Weak,Neutral,Neutral,StrongUp,DCVZFavor,Weak,N5GtLIGt_8,PC,Jul2_Jul15,Neutral,Neutral,None,PartInhibit,VeryWet,Stability,Clear,None,Moderate,WeakUp,Decreasing,Strong,Weak,None,MoreUnstable,Clear,G,Neutral,None,Average,NIL,WeakUp,MoreUnstable,DecCapIncIns,PC,Dry,Westerly,LittleChange,GJ,AllElse,G,LowEvrywhere,CloseToDryAd,NoMajor,DryLine,MoistMDryL,Steep,G,LV,CThruK,None,Neutral,NIL,Average,NIL,Decreasing,NIL
Moderate,Neutral,Neutral,Down,DCVZFavor,None,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Dry,None,TotalInhibit,Dry,Instability,PC,None,Moderate,Neutral,LittleChange,Strong,Weak,None,Average,Clear,K,VeryWet,None,MoreThanAve,SIG,Neutral,Average,LittleChange,Clear,Dry,Westerly,NegToPos,ACEFK,NWQuad,K,HighEvrywher,Steep,StrongFront,E_W_S,DryMMoistL,ModerateOrLe,K,LongAnticyc,CThruK,QStationary,VeryWet,NIL,MoreThanAve,SIG,LittleChange,SIG
Moderate,WeakUp,Neutral,Neutral,Westerly,Weak,N1GtLIGt_4,Clear,Jun15_Jul1,Down,Neutral,Weak,TotalInhibit,VeryWet,Stability,PC,None,Strong,Neutral,LittleChange,None,None,None,MoreUnstable,Clear,D,Neutral,Strong,MoreThanAve,SIG,Neutral,MoreUnstable,IncCapDecIns,Clear,Average,LVorOther,SigNegative,D,NWQuad,CDEJ,HighEvrywher,CloseToDryAd,MarkedUpper,None,DryMMoistL,ModerateOrLe,D,WidespdDnsl,CThruK,Other,Neutral,SVR,MoreThanAve,SIG,Increasing,SVR
Strong,Neutral,WeakPos,WeakUp,StrongWest,Weak,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,VeryWet,Strong,PartInhibit,Neutral,Stability,Clear,PartInhibit,Strong,WeakUp,Increasing,Weak,Strong,None,Average,Clear,G,Wet,Strong,LessThanAve,SIG,WeakUp,Average,LittleChange,PC,Dry,Westerly,SigPositive,GJ,SWQuad,G,LowEvrywhere,Steep,NoMajor,DenvCyclone,Other,CloseToDryAd,G,WidespdDnsl,CThruK,None,Wet,SIG,LessThanAve,SIG,LittleChange,SIG
Unfavorable,Neutral,Negative,WeakUp,Other,None,LIGt0,Clear,Aug11_Aug20,Neutral,VeryWet,Weak,TotalInhibit,VeryWet,Stability,Clear,PartInhibit,None,Neutral,Decreasing,Weak,None,Some,LessUnstable,Clear,K,VeryWet,Strong,MoreThanAve,NIL,Neutral,LessUnstable,LittleChange,Clear,Average,Westerly,NegToPos,ACEFK,LV,K,HighEvrywher,CloseToDryAd,StrongFront,MovingFtorOt,MoistMDryL,CloseToDryAd,K,,CThruK,None,VeryWet,,MoreThanAve,NIL,LittleChange,SIG
Moderate,Down,Neutral,Neutral,DCVZFavor,Strong,N1GtLIGt_4,PC,Aug11_Aug20,WeakUp,Wet,Strong,PartInhibit,Dry,Neutral,Clear,PartInhibit,Slight,Neutral,LittleChange,Strong,Weak,None,Average,Clear,K,Wet,Strong,MoreThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,Average,Westerly,SigPositive,ACEFK,NWQuad,K,LowEvrywhere,ModerateOrLe,StrongFront,None,DryMMoistL,Steep,K,WidespdDnsl,CThruK,QStationary,Wet,SIG,MoreThanAve,NIL,Increasing,SIG
Strong,Down,Negative,Neutral,Other,Weak,LIGt0,PC,May15_Jun14,Down,Neutral,Weak,TotalInhibit,Dry,Neutral,PC,None,Strong,Down,Decreasing,Weak,None,None,LessUnstable,PC,A,Dry,Strong,MoreThanAve,SIG,Down,LessUnstable,IncCapDecIns,PC,VeryMoist,Westerly,LittleChange,ACEFK,SWQuad,ABI,LowMtsHighPl,CloseToDryAd,StrongFront,DenvCyclone,DryMMoistL,CloseToDryAd,A,SEQuad,AB,Other,Dry,SIG,MoreThanAve,SIG,Increasing,SIG
Moderate,StronUp,Neutral,Down,StrongWest,None,N1GtLIGt_4,Cloudy,May15_Jun14,Neutral,Dry,None,None,Neutral,Instability,PC,PartInhibit,Moderate,Down,Decreasing,None,Weak,None,MoreUnstable,PC,H,Dry,None,LessThanAve,NIL,Down,LessUnstable,LittleChange,PC,Average,LVorOther,PosToNeg,HI,NWQuad,H,LowMtsHighPl,ModerateOrLe,NoMajor,None,DryMMoistL,Steep,H,LV,CThruK,QStationary,Dry,NIL,LessThanAve,NIL,LittleChange,NIL
Weak,StronUp,Neutral,WeakUp,StrongWest,None,N1GtLIGt_4,Cloudy,Jul16_Aug10,WeakUp,Dry,None,None,Dry,Stability,PC,PartInhibit,Slight,StrongUp,LittleChange,Strong,Strong,None,LessUnstable,Cloudy,D,VeryWet,None,LessThanAve,NIL,StrongUp,LessUnstable,DecCapIncIns,Cloudy,Average,Westerly,LittleChange,D,AllElse,CDEJ,LowAtStation,Steep,MarkedUpper,DenvCyclone,MoistMDryL,ModerateOrLe,D,WidespdDnsl,CThruK,Other,VeryWet,NIL,LessThanAve,NIL,Decreasing,NIL
Unfavorable,StronUp,Neutral,WeakUp,Westerly,Weak,N1GtLIGt_4,PC,Aug20_Sep15,Down,Neutral,None,PartInhibit,Neutral,Instability,Clear,PartInhibit,None,Neutral,Decreasing,None,None,Marked,MoreUnstable,PC,H,Neutral,,Average,NIL,Neutral,LessUnstable,DecCapIncIns,PC,VeryMoist,Westerly,SigNegative,HI,NWQuad,H,Other,Stable,MarkedUpper,E_W_N,DryMMoistL,ModerateOrLe,H,E_NE,CThruK,Moving,Wet,NIL,Average,NIL,Decreasing,NIL
Moderate,Neutral,WeakPos,WeakUp,Other,None,LILt_8,PC,Aug20_Sep15,WeakUp,Dry,Weak,Stifling,Wet,Stability,Clear,None,Strong,WeakUp,Increasing,Weak,None,Some,MoreUnstable,PC,I,Neutral,Strong,Average,SIG,WeakUp,MoreUnstable,LittleChange,Clear,Average,Westerly,PosToNeg,HI,SWQuad,ABI,LowSHighN,Steep,StrongFront,MovingFtorOt,DryMMoistL,Steep,I,SEQuad,CThruK,QStationary,Neutral,SIG,Average,SIG,LittleChange,SIG
Weak,Down,Neutral,Down,DCVZFavor,Strong,N1GtLIGt_4,Clear,May15_Jun14,Down,VeryWet,Strong,None,Dry,Stability,Clear,PartInhibit,None,Down,Decreasing,None,Weak,,Average,Clear,E,Wet,Strong,LessThanAve,NIL,Down,LessUnstable,IncCapDecIns,Clear,Dry,Westerly,PosToNeg,ACEFK,SWQuad,CDEJ,LowSHighN,CloseToDryAd,NoMajor,None,,ModerateOrLe,E,LongAnticyc,CThruK,None,Wet,SIG,LessThanAve,NIL,Increasing,SIG
Unfavorable,Neutral,WeakPos,WeakUp,DCVZFavor,Strong,N1GtLIGt_4,Clear,Jul16_Aug10,Neutral,Dry,Strong,None,Wet,Stability,PC,Stifling,None,WeakUp,Increasing,Weak,Weak,Some,MoreUnstable,Clear,J,VeryWet,Strong,LessThanAve,NIL,WeakUp,MoreUnstable,DecCapIncIns,Clear,,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,Steep,NoMajor,DryLine,MoistMDryL,CloseToDryAd,J,SEQuad,CThruK,None,VeryWet,SIG,LessThanAve,NIL,Decreasing,SIG
Unfavorable,StronUp,WeakPos,StrongUp,DCVZFavor,Weak,N1GtLIGt_4,PC,May15_Jun14,WeakUp,Wet,Strong,PartInhibit,VeryWet,Neutral,PC,PartInhibit,None,StrongUp,Increasing,Strong,Weak,None,LessUnstable,PC,B,VeryWet,Strong,MoreThanAve,NIL,StrongUp,LessUnstable,LittleChange,PC,Average,Westerly,PosToNeg,B,AllElse,ABI,LowAtStation,Stable,NoMajor,DenvCyclone,MoistMDryL,Steep,B,DenvCyclone,AB,None,VeryWet,SIG,MoreThanAve,NIL,LittleChange,SIG
Weak,Neutral,WeakPos,StrongUp,Westerly,None,N1GtLIGt_4,PC,Jul2_Jul15,StrongUp,Neutral,Weak,PartInhibit,Wet,Stability,PC,None,Slight,StrongUp,Decreasing,Weak,None,None,LessUnstable,PC,E,Wet,Strong,Average,NIL,StrongUp,LessUnstable,DecCapIncIns,PC,Dry,Westerly,PosToNeg,ACEFK,AllElse,CDEJ,HighEvrywher,Stable,NoMajor,None,MoistMDryL,ModerateOrLe,E,LongAnticyc,CThruK,None,VeryWet,SIG,Average,NIL,Decreasing,SIG
Strong,Neutral,Neutral,StrongUp,Westerly,None,N5GtLIGt_8,PC,Jun15_Jul1,StrongUp,Wet,Strong,PartInhibit,Neutral,Stability,Clear,PartInhibit,Strong,StrongUp,LittleChange,Weak,None,None,Average,Clear,B,Neutral,Strong,LessThanAve,SIG,StrongUp,Average,DecCapIncIns,Clear,Average,LVorOther,SigNegative,B,NWQuad,ABI,HighEvrywher,Steep,NoMajor,DenvCyclone,Other,Steep,B,DenvCyclone,AB,QStationary,Neutral,SIG,LessThanAve,,Decreasing,SIG
Weak,Down,WeakPos,WeakUp,DCVZFavor,None,N5GtLIGt_8,Clear,Aug20_Sep15,,Dry,None,PartInhibit,VeryWet,Stability,Clear,PartInhibit,None,Neutral,Increasing,Weak,Weak,Some,Average,Clear,I,Neutral,None,Average,NIL,Neutral,MoreUnstable,DecCapIncIns,Clear,Average,Westerly,PosToNeg,HI,LV,ABI,HighEvrywher,Steep,OtherRapid,MovingFtorOt,DryMMoistL,CloseToDryAd,I,DenvCyclone,CThruK,QStationary,Dry,NIL,Average,NIL,Decreasing,NIL
Weak,Neutral,WeakPos,Down,DCVZFavor,None,N1GtLIGt_4,PC,May15_Jun14,Down,Neutral,Weak,Stifling,Wet,Stability,PC,PartInhibit,None,Down,Increasing,Weak,Weak,None,LessUnstable,PC,A,Neutral,Strong,Average,NIL,Down,LessUnstable,IncCapDecIns,Clear,VeryMoist,LVorOther,SigNegative,ACEFK,SWQuad,ABI,HighEvrywher,Stable,MarkedUpper,DenvCyclone,DryMMoistL,Steep,A,SEQuad,AB,Moving,Dry,SIG,Average,NIL,Increasing,SIG
Moderate,Neutral,WeakPos,WeakUp,Other,Strong,N1GtLIGt_4,Clear,Jul16_Aug10,Neutral,Wet,None,PartInhibit,Dry,Neutral,PC,None,Moderate,WeakUp,Increasing,Strong,None,Some,LessUnstable,Clear,E,Wet,None,LessThanAve,SVR,WeakUp,LessUnstable,DecCapIncIns,Clear,Average,LVorOther,NegToPos,ACEFK,SWQuad,CDEJ,,CloseToDryAd,NoMajor,DryLine,MoistMDryL,Steep,E,LV,CThruK,None,VeryWet,NIL,LessThanAve,SVR,Decreasing,SVR
Weak,StronUp,WeakPos,Down,Other,Weak,N1GtLIGt_4,Clear,Jul16_Aug10,StrongUp,Neutral,Weak,PartInhibit,Dry,Stability,PC,PartInhibit,Moderate,WeakUp,Increasing,Weak,None,None,Average,PC,B,Dry,Strong,MoreThanAve,SVR,WeakUp,Average,DecCapIncIns,Clear,Average,LVorOther,LittleChange,B,NWQuad,ABI,LowMtsHighPl,Stable,NoMajor,E_W_S,MoistMDryL,ModerateOrLe,B,DenvCyclone,AB,None,Neutral,SIG,MoreThanAve,SVR,Decreasing,SVR
Strong,Neutral,Neutral,WeakUp,StrongWest,None,N1GtLIGt_4,Cloudy,Jun15_Jul1,Neutral,Wet,Weak,PartInhibit,Wet,Neutral,Clear,PartInhibit,Moderate,Neutral,LittleChange,None,Strong,None,LessUnstable,PC,H,,Strong,MoreThanAve,SVR,Neutral,,IncCapDecIns,PC,VeryMoist,Westerly,LittleChange,HI,NWQuad,H,Other,Stable,MarkedUpper,MovingFtorOt,DryMMoistL,CloseToDryAd,H,E_NE,CThruK,Moving,Neutral,SVR,MoreThanAve,SVR,Increasing,SVR
Moderate,Neutral,WeakPos,StrongUp,DCVZFavor,Weak,N1GtLIGt_4,PC,Jun15_Jul1,Neutral,Neutral,Strong,PartInhibit,Neutral,Neutral,PC,PartInhibit,Moderate,StrongUp,Increasing,Strong,Weak,None,MoreUnstable,PC,E,Neutral,Strong,Average,NIL,StrongUp,MoreUnstable,DecCapIncIns,Cloudy,Average,Westerly,SigNegative,ACEFK,AllElse,CDEJ,LowNHighS,CloseToDryAd,OtherRapid,MovingFtorOt,MoistMDryL,Steep,E,LV,CThruK,Moving,Wet,SIG,Average,NIL,Decreasing,SIG
Weak,Neutral,Negative,Down,DCVZFavor,Strong,N1GtLIGt_4,PC,Jul2_Jul15,StrongUp,Dry,Strong,Stifling,Neutral,Instability,Cloudy,Stifling,Slight,WeakUp,LittleChange,Strong,Weak,None,Average,Cloudy,H,Wet,Strong,MoreThanAve,SVR,WeakUp,LessUnstable,IncCapDecIns,Cloudy,Average,LVorOther,NegToPos,HI,NWQuad,H,LowMtsHighPl,Stable,MarkedUpper,MovingFtorOt,DryMMoistL,ModerateOrLe,H,E_NE,CThruK,Moving,VeryWet,NIL,MoreThanAve,SVR,Increasing,SVR
Moderate,Neutral,Neutral,WeakUp,Other,Weak,N5GtLIGt_8,Clear,Jul16_Aug10,Down,Neutral,Strong,PartInhibit,Dry,Stability,Clear,Stifling,Slight,Down,LittleChange,None,None,Some,MoreUnstable,Clear,A,Dry,Strong,LessThanAve,SVR,Down,MoreUnstable,IncCapDecIns,Clear,Average,LVorOther,SigNegative,ACEFK,SWQuad,ABI,HighEvrywher,Stable,StrongFront,None,Other,Steep,A,SEQuad,AB,None,Dry,NIL,LessThanAve,SVR,Increasing,SVR
Weak,Neutral,StrongPos,Neutral,StrongWest,Weak,N1GtLIGt_4,PC,May15_Jun14,Neutral,Neutral,Strong,PartInhibit,Dry,Instability,Cloudy,None,Moderate,Neutral,Increasing,Strong,Weak,None,Average,Cloudy,I,Dry,Strong,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,Cloudy,Average,LVorOther,PosToNeg,HI,SWQuad,ABI,LowMtsHighPl,Steep,NoMajor,,DryMMoistL,CloseToDryAd,I,LV,CThruK,Moving,Dry,SIG,LessThanAve,NIL,Increasing,SIG
Strong,Neutral,WeakPos,WeakUp,DCVZFavor,None,N5GtLIGt_8,Clear,Jul16_Aug10,Neutral,Neutral,Strong,TotalInhibit,Neutral,Stability,PC,PartInhibit,Slight,Neutral,Decreasing,Strong,Weak,Marked,Average,PC,K,Neutral,Strong,MoreThanAve,NIL,Neutral,Average,DecCapIncIns,PC,Average,Westerly,PosToNeg,ACEFK,NWQuad,K,LowSHighN,ModerateOrLe,MarkedUpper,E_W_N,DryMMoistL,ModerateOrLe,K,WidespdDnsl,CThruK,Moving,Neutral,SIG,MoreThanAve,,Decreasing,SIG
Weak,Neutral,WeakPos,WeakUp,DCVZFavor,Strong,N5GtLIGt_8,PC,Aug20_Sep15,Down,Neutral,Weak,Stifling,Neutral,Neutral,Cloudy,Stifling,None,Down,Increasing,Strong,Weak,None,MoreUnstable,Cloudy,A,Wet,Strong,Average,NIL,Down,MoreUnstable,LittleChange,Cloudy,Average,Westerly,LittleChange,ACEFK,SWQuad,ABI,HighEvrywher,Steep,MarkedUpper,DenvCyclone,DryMMoistL,Steep,A,E_NE,AB,Other,Neutral,NIL,Average,NIL,LittleChange,NIL
Unfavorable,Down,WeakPos,Neutral,DCVZFavor,Weak,N1GtLIGt_4,PC,Jun15_Jul1,WeakUp,Neutral,Strong,PartInhibit,Wet,Stability,PC,TotalInhibit,None,Down,Increasing,Strong,Weak,None,LessUnstable,PC,D,Neutral,Strong,Average,NIL,Down,LessUnstable,LittleChange,PC,VeryMoist,LVorOther,SigNegative,D,AllElse,CDEJ,LowSHighN,Steep,OtherRapid,DryLine,DryMMoistL,Steep,D,LV,CThruK,Other,Dry,SIG,Average,NIL,LittleChange,SIG
Moderate,Down,WeakPos,Down,Other,Weak,N1GtLIGt_4,PC,May15_Jun14,Neutral,Dry,None,PartInhibit,Neutral,Instability,PC,Stifling,Moderate,Down,Increasing,None,None,Marked,Average,PC,G,VeryWet,None,Average,SVR,Down,MoreUnstable,IncCapDecIns,PC,Dry,Westerly,LittleChange,GJ,LV,G,LowEvrywhere,CloseToDryAd,StrongFront,None,MoistMDryL,CloseToDryAd,G,LongAnticyc,CThruK,None,Wet,NIL,Average,SIG,Increasing,SIG
